icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
aa9321,UAL45   ,United States,1721483013,1721483013,0.7648,59.517,9753.6,False,270.24,303.9,0.0,,10081.26,3045,False,0,2024-07-19 10:00:00
407a3b,GCLNN   ,United Kingdom,1721483211,1721483211,0.079,52.6712,518.16,False,31.73,196.97,-0.33,,518.16,,False,0,2024-07-19 10:00:00
aa931d,UAL47   ,United States,1721483211,1721483211,0.3283,55.2218,10363.2,False,269.55,315.08,0.0,,10706.1,2535,False,0,2024-07-19 10:00:00
50035e,EJO1A   ,San Marino,1721483211,1721483211,1.6353,52.0527,7825.74,False,234.74,67.31,8.45,,8138.16,2022,False,0,2024-07-19 10:00:00
3c4b32,DLH402  ,Germany,1721483211,1721483211,-5.2924,56.7918,10363.2,False,276.57,297.47,0.0,,10591.8,0124,False,0,2024-07-19 10:00:00
3c4b35,DLH498  ,Germany,1721483211,1721483212,-2.9112,56.9843,9144.0,False,277.92,312.07,0.33,,9387.84,2552,False,0,2024-07-19 10:00:00
ab048d,DAL163  ,United States,1721483212,1721483212,-4.4049,57.6299,10668.0,False,272.23,311.55,0.0,,10896.6,1033,False,0,2024-07-19 10:00:00
a6e055,LCO2506 ,United States,1721483212,1721483212,-9.1926,53.9722,10668.0,False,247.89,101.01,-0.33,,10828.02,6252,False,0,2024-07-19 10:00:00
407b04,KLM62X  ,United Kingdom,1721483210,1721483210,-1.6768,55.0432,,True,4.89,64.69,,,,2201,False,0,2024-07-19 10:00:00
aa944a,AAL138  ,United States,1721483211,1721483212,-6.6543,53.7614,11887.2,False,256.26,107.53,0.0,,12153.9,5161,False,0,2024-07-19 10:00:00
873312,ANA231  ,Japan,1721483211,1721483211,-0.6092,58.946,12496.8,False,240.69,150.7,0.0,,12839.7,,False,0,2024-07-19 10:00:00
4bc854,PGT3CH  ,Turkey,1721483203,1721483204,-2.2864,53.3696,,True,0.0,132.19,,,,,False,0,2024-07-19 10:00:00
ac1076,AAL151  ,United States,1721483211,1721483212,-2.5867,54.6931,11277.6,False,272.81,326.07,0.0,,11582.4,0664,False,0,2024-07-19 10:00:00
4068cb,EXS6A   ,United Kingdom,1721483211,1721483211,-2.8866,52.5645,10073.64,False,208.17,176.74,0.0,,10363.2,6364,False,0,2024-07-19 10:00:00
505d78,EXS18G  ,Slovakia,1721483104,1721483104,-0.5523,51.9281,5829.3,False,207.18,326.03,-11.05,,6103.62,0622,False,0,2024-07-19 10:00:00
405635,EZY91VJ ,United Kingdom,1721483211,1721483211,-5.5082,54.4983,3634.74,False,168.78,148.59,13.66,,3672.84,6343,False,0,2024-07-19 10:00:00
505d58,EXS42KH ,Slovakia,1721483211,1721483211,-1.8191,52.5174,541.02,False,73.48,146.42,-4.23,,563.88,3511,False,0,2024-07-19 10:00:00
45caba,EIN67G  ,Denmark,1721483211,1721483211,-4.6608,53.7378,6073.14,False,158.21,273.36,-7.48,,6233.16,0621,False,0,2024-07-19 10:00:00
440195,EJU15XR ,Austria,1721483160,1721483168,-2.7155,51.3855,,True,0.0,357.19,,,,1045,False,0,2024-07-19 10:00:00
45caa8,EIN43R  ,Denmark,1721483211,1721483211,-4.0726,52.3549,8976.36,False,231.78,292.58,-4.55,,9265.92,7511,False,0,2024-07-19 10:00:00
440141,EJU16RU ,Austria,1721483211,1721483211,-3.6735,50.4534,7147.56,False,221.96,6.12,-10.4,,7391.4,7456,False,0,2024-07-19 10:00:00
45cab6,DTR6071 ,Denmark,1721483211,1721483211,1.0984,51.5133,2278.38,False,122.46,260.81,-2.6,,2331.72,1133,False,0,2024-07-19 10:00:00
4056b3,,United Kingdom,1721483019,1721483019,-0.5803,52.4566,342.9,False,19.79,261.03,-0.65,,358.14,,False,0,2024-07-19 10:00:00
405761,GDERH   ,United Kingdom,1721483210,1721483210,-1.166,53.7274,678.18,False,28.46,96.23,-0.33,,685.8,5222,False,0,2024-07-19 10:00:00
8004dc,AIC112  ,India,1721483211,1721483211,0.8823,52.0312,7543.8,False,240.28,80.76,10.4,,7810.5,1447,False,0,2024-07-19 10:00:00
abac50,DAL87   ,United States,1721483211,1721483211,-3.1794,56.6047,10363.2,False,259.92,306.14,0.0,,10645.14,2571,False,0,2024-07-19 10:00:00
345643,VLG6307 ,Spain,1721483211,1721483211,-0.0452,50.9328,2743.2,False,140.64,352.43,0.0,,2842.26,7451,False,0,2024-07-19 10:00:00
3c4a01,DLH478  ,Germany,1721483211,1721483211,1.5955,54.2091,10965.18,False,257.18,310.7,0.0,,11353.8,7755,False,0,2024-07-19 10:00:00
c07b42,WJA19   ,Canada,1721483211,1721483211,-0.7093,51.8069,2964.18,False,162.41,356.19,11.7,,3048.0,1417,False,0,2024-07-19 10:00:00
4066b9,EXS72UW ,United Kingdom,1721483104,1721483104,-0.4823,51.6884,6957.06,False,215.39,18.52,-5.2,,7216.14,7513,True,0,2024-07-19 10:00:00
4079d6,GEGBW   ,United Kingdom,1721483212,1721483212,-1.2642,51.7331,579.12,False,43.08,168.29,-1.3,,563.88,1177,False,0,2024-07-19 10:00:00
4079d2,CFE4507 ,United Kingdom,1721483211,1721483211,-0.0627,49.9148,9791.7,False,210.02,163.78,7.48,,10119.36,0574,False,0,2024-07-19 10:00:00
4bb26d,THY3HP  ,Turkey,1721483211,1721483211,0.0155,52.2584,9372.6,False,247.71,94.53,3.58,,9715.5,0212,False,0,2024-07-19 10:00:00
896409,ETD69W  ,United Arab Emirates,1721483210,1721483211,-0.367,51.4779,320.04,False,80.77,269.64,-3.9,,335.28,3560,False,0,2024-07-19 10:00:00
89640a,ETD11B  ,United Arab Emirates,1721483212,1721483212,0.4599,56.7313,10965.18,False,259.88,287.04,0.0,,11323.32,3275,False,0,2024-07-19 10:00:00
406735,EXS23UE ,United Kingdom,1721483211,1721483211,-2.0078,53.2659,2278.38,False,139.68,30.06,-6.83,,2324.1,1057,False,0,2024-07-19 10:00:00
44ce76,BEL8FV  ,Belgium,1721483212,1721483212,-3.1127,55.6436,2773.68,False,157.28,3.94,-4.88,,2819.4,4411,False,0,2024-07-19 10:00:00
406753,EZY65XB ,United Kingdom,1721483211,1721483211,-2.2813,53.3476,,True,0.0,199.69,,,,,False,0,2024-07-19 10:00:00
89630b,UAE34Q  ,United Arab Emirates,1721483179,1721483195,-1.7028,55.0389,,True,0.0,272.81,,,,3433,False,0,2024-07-19 10:00:00
89639c,UAE73J  ,United Arab Emirates,1721483211,1721483212,-1.6554,53.4324,4145.28,False,202.54,105.17,8.13,,4244.34,7537,False,0,2024-07-19 10:00:00
4bb146,THY5AQ  ,Turkey,1721483211,1721483211,1.2092,51.7213,5951.22,False,197.65,263.87,-11.7,,6172.2,3260,False,0,2024-07-19 10:00:00
4067f5,TOM108  ,United Kingdom,1721483211,1721483211,-4.0373,53.6301,7795.26,False,217.64,296.38,8.45,,8008.62,5174,False,0,2024-07-19 10:00:00
47c0d9,NSZ3516 ,Norway,1721483211,1721483211,0.0822,51.1853,1066.8,False,90.62,257.54,-5.2,,1097.28,0756,False,0,2024-07-19 10:00:00
40688d,BAW7J   ,United Kingdom,1721483211,1721483211,-0.5968,51.4916,731.52,False,107.65,301.72,3.9,,746.76,,False,0,2024-07-19 10:00:00
40688f,BAW36   ,United Kingdom,1721483211,1721483211,-0.2486,51.6366,2506.98,False,120.21,219.62,-4.55,,2583.18,3234,False,0,2024-07-19 10:00:00
3965a2,AFR50X  ,France,1721483061,1721483076,-7.6985,57.1717,10363.2,False,275.0,304.79,0.0,,10477.5,5307,False,0,2024-07-19 10:00:00
485ec2,SUZ2    ,Kingdom of the Netherlands,1721483211,1721483211,-2.8609,53.0649,7620.0,False,100.86,114.08,0.0,,7863.84,1446,False,0,2024-07-19 10:00:00
4064bb,EXS74NW ,United Kingdom,1721483186,1721483186,-3.3674,55.9468,,True,0.51,357.19,,,,,False,0,2024-07-19 10:00:00
4077d7,GCRDL   ,United Kingdom,1721483078,1721483078,-3.0344,53.7751,106.68,False,23.93,295.46,-0.98,,83.82,0450,False,0,2024-07-19 10:00:00
4077ba,EXS98RH ,United Kingdom,1721483104,1721483104,-0.0514,51.4149,7924.8,False,237.78,329.44,0.0,,8214.36,4610,False,0,2024-07-19 10:00:00
406591,BAW04A  ,United Kingdom,1721483211,1721483211,-1.8459,53.7745,10317.48,False,264.87,327.45,5.85,,10629.9,7630,False,0,2024-07-19 10:00:00
461f6a,FIN6RD  ,Finland,1721483211,1721483211,-0.1048,51.6497,2743.2,False,131.22,271.35,0.0,,2834.64,3511,False,0,2024-07-19 10:00:00
740822,RJA111  ,Jordan,1721483211,1721483211,1.2723,50.5333,8450.58,False,246.09,324.62,-10.73,,8816.34,4054,False,0,2024-07-19 10:00:00
406544,EZY34TH ,United Kingdom,1721483211,1721483211,-1.397,50.9048,6088.38,False,191.8,212.62,7.48,,6294.12,2026,False,0,2024-07-19 10:00:00
40782b,AUR66V  ,United Kingdom,1721483211,1721483211,-1.2624,52.6842,5181.6,False,147.25,333.88,-0.33,,5311.14,1216,False,0,2024-07-19 10:00:00
e48df5,TAM8084 ,Brazil,1721483211,1721483211,-1.3376,50.4541,6324.6,False,217.62,22.08,-11.05,,6545.58,2372,False,0,2024-07-19 10:00:00
4076ed,EXS85AQ ,United Kingdom,1721483212,1721483212,-2.7476,51.3819,419.1,False,85.99,267.6,12.68,,419.1,,False,0,2024-07-19 10:00:00
4076e5,CRV1    ,United Kingdom,1721483211,1721483211,-5.3201,53.6813,3672.84,False,132.22,269.33,-7.8,,3733.8,0744,False,0,2024-07-19 10:00:00
4076e3,BAW804  ,United Kingdom,1721483196,1721483202,-0.486,51.4665,,True,0.0,90.0,,,,,False,0,2024-07-19 10:00:00
4076e8,BAW219V ,United Kingdom,1721483211,1721483211,-4.9054,56.3203,10972.8,False,280.94,326.05,0.0,,11201.4,1470,False,0,2024-07-19 10:00:00
8964a3,UAE41   ,United Arab Emirates,1721483211,1721483211,0.0299,51.5311,1295.4,False,90.83,184.55,-1.3,,1333.5,3253,False,0,2024-07-19 10:00:00
491313,NJE5CM  ,Portugal,1721483201,1721483209,0.0321,51.3337,,True,0.0,64.69,,,,,False,0,2024-07-19 10:00:00
404090,GBYEA   ,United Kingdom,1721483211,1721483211,-0.35,51.6586,304.8,False,43.52,331.01,0.33,,297.18,,False,0,2024-07-19 10:00:00
4065e9,GHTFU   ,United Kingdom,1721483168,1721483210,-0.3427,54.0839,1341.12,False,79.54,53.95,-11.38,,1546.86,0033,False,0,2024-07-19 10:00:00
4078fa,NHZ652  ,United Kingdom,1721483212,1721483212,-0.0017,57.1393,990.6,False,76.86,94.22,0.33,,998.22,,False,0,2024-07-19 10:00:00
4078fe,EXS41JB ,United Kingdom,1721483211,1721483211,-0.2525,51.9923,10888.98,False,231.33,304.86,-5.2,,11254.74,3267,False,0,2024-07-19 10:00:00
4078f0,EZY82EH ,United Kingdom,1721483211,1721483211,-3.5881,50.8884,5501.64,False,205.21,6.91,-8.45,,5654.04,7453,False,0,2024-07-19 10:00:00
406696,TOM3AX  ,United Kingdom,1721483211,1721483211,-0.7838,52.5353,8968.74,False,237.68,328.99,-10.73,,9281.16,5513,False,0,2024-07-19 10:00:00
40666d,EZY25YM ,United Kingdom,1721483212,1721483212,-3.0748,55.9394,1524.0,False,133.64,4.42,-2.6,,1554.48,4071,False,0,2024-07-19 10:00:00
406674,BAW493U ,United Kingdom,1721483189,1721483189,-0.4302,51.4777,99.06,False,69.97,269.58,-3.25,,106.68,7446,False,0,2024-07-19 10:00:00
40665f,TOM2PL  ,United Kingdom,1721483211,1721483211,-1.1052,52.1285,4754.88,False,189.09,311.8,-15.93,,4914.9,2765,False,0,2024-07-19 10:00:00
40798f,GCLNA   ,United Kingdom,1721482839,1721483208,0.2204,52.2107,312.42,False,39.54,327.76,-2.28,,320.04,,False,0,2024-07-19 10:00:00
406622,GLISS   ,United Kingdom,1721482924,1721482963,0.2753,51.6377,304.8,False,40.97,305.29,-1.3,,320.04,,False,0,2024-07-19 10:00:00
40660e,TOM5CM  ,United Kingdom,1721483211,1721483211,0.0137,51.9289,2880.36,False,148.72,4.96,-2.93,,2971.8,1040,False,0,2024-07-19 10:00:00
40660c,TOM54C  ,United Kingdom,1721483210,1721483211,-2.2884,53.3698,,True,0.0,225.0,,,,,False,0,2024-07-19 10:00:00
407941,GAWGB   ,United Kingdom,1721482870,1721483094,0.1276,51.3183,624.84,False,72.32,278.59,2.28,,632.46,7047,False,0,2024-07-19 10:00:00
407943,BAW118  ,United Kingdom,1721483150,1721483150,-0.4736,51.4748,,True,4.12,180.0,,,,3233,False,0,2024-07-19 10:00:00
40792e,BAW80KA ,United Kingdom,1721483178,1721483178,-0.4614,51.476,,True,7.2,270.0,,,,7745,False,0,2024-07-19 10:00:00
40796b,TOM4LG  ,United Kingdom,1721483211,1721483212,-3.0397,54.8063,7940.04,False,197.66,336.37,-2.28,,8176.26,7445,False,0,2024-07-19 10:00:00
345204,VLG6206 ,Spain,1721483211,1721483212,0.0546,51.0363,2217.42,False,139.13,354.06,-5.53,,2286.0,7514,False,0,2024-07-19 10:00:00
406634,GSYLV   ,United Kingdom,1721483210,1721483211,-2.61,52.8961,3108.96,False,67.98,2.6,1.63,,3169.92,0033,False,0,2024-07-19 10:00:00
4051c4,GCEND   ,United Kingdom,1721483211,1721483211,-0.9462,53.8029,358.14,False,35.54,202.11,-0.33,,350.52,7000,False,0,2024-07-19 10:00:00
4077fc,UKP152  ,United Kingdom,1721483211,1721483211,-2.3544,53.0195,502.92,False,63.36,330.31,0.0,,495.3,,False,0,2024-07-19 10:00:00
c010a8,ACA865  ,Canada,1721483211,1721483211,-1.2264,52.9873,8092.44,False,249.72,331.85,6.18,,8366.76,5446,False,0,2024-07-19 10:00:00
406ec7,BAW9A   ,United Kingdom,1721483211,1721483211,-0.8527,52.3126,5265.42,False,223.87,326.05,7.8,,5410.2,4237,False,0,2024-07-19 10:00:00
49d3ac,BOH713  ,Czech Republic,1721483211,1721483211,-3.3982,50.6992,1836.42,False,116.91,75.47,5.85,,1859.28,,False,0,2024-07-19 10:00:00
406f78,BAW242  ,United Kingdom,1721483211,1721483211,-5.1599,51.8297,11887.2,False,260.14,111.34,-0.33,,12214.86,7657,False,0,2024-07-19 10:00:00
4ca4ef,RYR2252 ,Ireland,1721483211,1721483211,-2.4215,53.3226,1158.24,False,116.85,282.2,15.93,,1158.24,2207,False,0,2024-07-19 10:00:00
4ca4ee,RYR2075 ,Ireland,1721483169,1721483177,-1.3078,52.8314,,True,0.0,267.19,,,,,False,0,2024-07-19 10:00:00
4ca4ed,RYR59RV ,Ireland,1721483212,1721483212,-1.0966,51.3892,7719.06,False,210.96,210.32,9.1,,7962.9,5223,False,0,2024-07-19 10:00:00
c051e2,ACA871  ,Canada,1721483209,1721483210,-6.9603,57.4666,10972.8,False,267.73,315.0,0.0,,11140.44,0655,False,0,2024-07-19 10:00:00
a8d986,N67BP   ,United States,1721483203,1721483203,1.7838,50.2576,2019.3,False,137.22,10.8,-12.68,,2164.08,7732,False,0,2024-07-19 10:00:00
406f3b,TOM052  ,United Kingdom,1721483211,1721483211,-7.7134,51.134,11582.4,False,242.36,271.22,0.0,,11864.34,4443,False,0,2024-07-19 10:00:00
4ca566,RYR45UF ,Ireland,1721483206,1721483209,-2.2669,53.3615,,True,0.06,326.25,,,,7520,False,0,2024-07-19 10:00:00
4ca565,RYR859D ,Ireland,1721483212,1721483212,-6.6787,52.0674,11277.6,False,236.74,96.74,0.0,,11536.68,4445,False,0,2024-07-19 10:00:00
a30b56,N29566  ,United States,1721483211,1721483211,-2.731,52.853,381.0,False,44.09,281.44,-0.98,,365.76,,False,0,2024-07-19 10:00:00
401467,GALNA   ,United Kingdom,1721483207,1721483207,-1.7223,53.0289,670.56,False,34.56,175.73,-0.98,,716.28,,False,0,2024-07-19 10:00:00
406fa1,GFLOE   ,United Kingdom,1721483211,1721483211,-0.4554,51.6014,548.64,False,50.6,161.01,-1.63,,556.26,,False,0,2024-07-19 10:00:00
406fdb,EZY736Y ,United Kingdom,1721483211,1721483212,-2.8113,54.6215,9616.44,False,254.64,324.7,-17.23,,9951.72,4222,False,0,2024-07-19 10:00:00
406fc8,CLF045A ,United Kingdom,1721483210,1721483210,-2.7095,51.3794,,True,0.0,154.69,,,,1140,False,0,2024-07-19 10:00:00
3cc005,AZE68SI ,Germany,1721483211,1721483211,0.5271,51.3327,1554.48,False,151.79,91.17,10.08,,1600.2,7712,False,0,2024-07-19 10:00:00
4014d8,GAPAO   ,United Kingdom,1721483211,1721483211,0.0209,52.0725,510.54,False,30.63,130.91,1.3,,502.92,,False,0,2024-07-19 10:00:00
405d98,GSPED   ,United Kingdom,1721483211,1721483212,-0.4996,53.694,762.0,False,50.93,98.13,0.65,,769.62,4273,False,0,2024-07-19 10:00:00
3e2649,ECA2RT  ,Germany,1721483211,1721483211,1.2756,51.2294,3352.8,False,136.89,354.83,0.33,,3467.1,5714,False,0,2024-07-19 10:00:00
405d11,EZY81UD ,United Kingdom,1721483105,1721483113,-0.1278,51.1567,289.56,False,65.79,257.81,-3.58,,297.18,7533,False,0,2024-07-19 10:00:00
406d95,EZY3451 ,United Kingdom,1721483207,1721483207,-2.8499,53.3364,,True,0.0,264.38,,,,,False,0,2024-07-19 10:00:00
407faa,SXN18   ,United Kingdom,1721482973,1721482973,0.0821,50.9024,137.16,False,27.34,131.19,-1.3,,213.36,,False,0,2024-07-19 10:00:00
406d2c,SRG948  ,United Kingdom,1721483211,1721483211,-4.825,56.149,1912.62,False,67.56,110.5,0.0,,1912.62,,False,0,2024-07-19 10:00:00
406d21,SRD151  ,United Kingdom,1721483211,1721483211,-4.2763,57.3924,495.3,False,51.09,154.98,3.58,,487.68,,False,0,2024-07-19 10:00:00
4ca2cb,EIN525  ,Ireland,1721483211,1721483211,-4.9019,52.732,5646.42,False,182.0,312.94,-10.08,,5829.3,0644,False,0,2024-07-19 10:00:00
406d7a,BAW5    ,United Kingdom,1721483211,1721483211,0.3657,51.1862,3931.92,False,209.41,90.99,10.08,,4069.08,4733,False,0,2024-07-19 10:00:00
4ca303,RYR2JG  ,Ireland,1721483211,1721483211,-2.202,52.9835,6492.24,False,202.67,316.34,12.35,,6667.5,6236,False,0,2024-07-19 10:00:00
3ebd41,GAF633  ,Germany,1721483211,1721483211,-2.6792,56.4027,12184.38,False,248.8,281.45,-0.33,,12481.56,1375,False,0,2024-07-19 10:00:00
407ed8,VIR9J   ,United Kingdom,1721483211,1721483211,-2.3477,53.6465,8717.28,False,241.71,307.65,2.6,,8976.36,1424,False,0,2024-07-19 10:00:00
407eb5,DHK384  ,United Kingdom,1721483096,1721483099,-1.3487,52.8283,,True,0.45,87.19,,,,,False,0,2024-07-19 10:00:00
401240,BAW50EC ,United Kingdom,1721483211,1721483211,-0.5656,51.3479,2148.84,False,139.98,145.78,22.11,,2186.94,,False,0,2024-07-19 10:00:00
407eeb,EXS39BG ,United Kingdom,1721483211,1721483211,-5.2016,53.6706,9700.26,False,229.29,273.22,6.83,,9944.1,5457,False,0,2024-07-19 10:00:00
401407,GAHIZ   ,United Kingdom,1721483023,1721483023,-0.3162,52.0898,83.82,False,26.28,203.05,-0.33,,99.06,,False,0,2024-07-19 10:00:00
48506d,TFL821  ,Kingdom of the Netherlands,1721483211,1721483211,-7.9289,49.9903,11269.98,False,247.23,248.13,-0.33,,11551.92,2146,False,0,2024-07-19 10:00:00
406e65,EZY19FC ,United Kingdom,1721483212,1721483212,0.9571,51.3018,5181.6,False,190.6,96.66,10.4,,5379.72,0555,False,0,2024-07-19 10:00:00
406e58,GCIRW   ,United Kingdom,1721483211,1721483211,-2.4113,53.8298,685.8,False,39.1,180.0,0.0,,678.18,7657,False,0,2024-07-19 10:00:00
405b66,EZY12AF ,United Kingdom,1721483211,1721483211,-4.1145,55.2516,6911.34,False,189.98,151.01,4.55,,7078.98,1427,False,0,2024-07-19 10:00:00
40137b,GRODJ   ,United Kingdom,1721483211,1721483211,-0.7668,52.7559,662.94,False,28.85,50.06,1.63,,670.56,,False,0,2024-07-19 10:00:00
40263e,GBMJD   ,United Kingdom,1721483211,1721483211,-1.3625,52.8338,457.2,False,38.97,312.32,2.6,,441.96,,False,0,2024-07-19 10:00:00
406cab,EXS61B  ,United Kingdom,1721482969,1721482969,0.2551,51.8985,198.12,False,74.24,223.32,-4.23,,205.74,4057,False,0,2024-07-19 10:00:00
503e6a,TRA6U   ,Lithuania,1721483211,1721483212,0.0727,51.3299,10058.4,False,210.17,247.7,0.0,,10431.78,2135,False,0,2024-07-19 10:00:00
406ca3,TOM547  ,United Kingdom,1721483211,1721483211,0.3557,51.0153,3649.98,False,129.96,126.14,-4.88,,3787.14,4026,False,0,2024-07-19 10:00:00
4ca281,EIN894  ,Ireland,1721483211,1721483211,-8.6899,50.9625,7360.92,False,204.47,184.91,6.83,,7543.8,3604,False,0,2024-07-19 10:00:00
4ca294,EIN605P ,Ireland,1721483211,1721483211,-5.5502,53.4727,2438.4,False,124.8,184.02,0.0,,2484.12,7332,False,0,2024-07-19 10:00:00
